Precipitation_mm,Min_Temp_C,Max_Temp_C
1.2,13.4,24.0
0.7,16.1,24.5
5.7,17.0,27.5
0.0,15.0,30.0
0.0,11.9,29.5
0.0,12.0,29.6
0.0,12.4,30.0
0.7,12.5,30.5
4.0,12.0,29.1
0.0,15.1,30.4
1.5,13.6,29.6
0.7,14.0,31.0
0.0,13.5,31.8
4.9,12.9,30.2
0.0,15.3,31.0
0.0,18.2,31.0
0.0,19.0,30.2
0.0,18.0,32.3
0.0,18.0,32.0
0.0,17.3,33.0
0.0,17.9,33.2
1.0,15.1,32.5
0.0,16.0,34.1
0.0,17.7,33.8
0.0,18.8,33.5
0.0,17.6,35.0
0.0,16.7,34.5
0.0,16.7,33.5
0.2,15.4,32.7
6.5,18.2,28.8
15.4,17.6,29.0
4.8,17.4,26.0
21.0,16.3,30.2
0.0,18.0,31.5
0.0,17.3,32.7
2.2,18.7,31.8
0.0,19.5,30.8
0.0,20.3,32.5
0.0,20.2,31.0
23.3,20.8,32.4
0.0,20.0,32.6
0.0,20.2,32.7
0.0,20.0,33.8
0.2,18.6,33.0
1.7,21.0,26.5
10.0,20.4,30.2
37.3,20.3,26.2
7.5,20.0,25.8
44.2,19.4,27.0
1.3,20.6,29.0
11.8,20.6,26.6
6.0,21.0,29.0
0.0,21.2,30.2
7.1,20.0,29.0
22.4,20.5,30.6
0.0,21.4,29.6
0.2,20.8,30.0
4.0,20.4,30.1
0.3,20.0,27.4
1.2,20.0,28.7
0.0,20.6,30.1
7.2,20.7,31.5
51.5,20.0,30.2
0.2,21.0,29.7
36.0,20.5,26.0
7.2,20.3,30.0
22.5,20.0,29.2
9.4,20.3,26.5
13.7,19.5,28.5
23.5,19.9,28.1
0.0,20.7,25.1
13.8,20.0,25.2
32.0,19.4,25.0
2.4,20.0,29.0
0.0,20.5,30.0
4.7,20.6,28.0
0.5,20.6,29.4
0.0,21.0,30.2
0.6,21.0,30.9
4.8,21.8,30.3
1.3,21.1,30.0
5.0,21.0,31.1
0.2,21.2,30.9
1.0,21.1,29.3
10.3,21.2,31.0
0.0,22.0,29.6
0.8,21.4,30.5
0.0,21.5,32.0
1.9,22.3,30.3
6.7,21.3,29.2
1.6,22.0,28.7
39.3,20.4,25.4
68.1,20.0,27.2
1.3,20.3,29.4
23.5,20.5,31.5
10.0,20.8,27.9
6.9,21.7,31.1
12.1,21.3,26.0
1.2,20.1,31.5
0.0,21.0,29.5
8.9,20.5,30.3
2.2,21.2,28.0
0.7,20.2,29.5
1.8,20.7,29.7
7.6,20.6,29.6
18.2,20.2,28.0
12.7,20.4,29.2
24.3,20.8,26.6
1.4,20.6,27.7
0.8,20.4,30.4
10.1,20.5,24.2
16.0,19.9,27.0
28.8,18.8,29.0
2.1,18.5,29.0
0.0,19.8,28.8
0.0,19.8,31.0
0.3,20.8,30.6
0.0,20.8,31.6
0.0,21.0,29.0
3.5,19.5,30.3
4.0,19.0,27.5
2.1,20.2,29.8
17.0,19.6,29.5
0.0,20.0,28.0
0.0,21.0,32.0
19.0,18.6,31.0
24.5,17.6,30.7
12.8,17.7,30.7
5.3,20.5,30.7
1.9,19.3,29.3
0.2,19.6,25.6
0.0,19.8,27.5
0.0,19.4,29.5
0.0,20.0,27.3
0.0,19.8,29.0
1.0,19.6,31.2
0.0,20.2,31.4
26.5,19.5,27.2
0.5,19.5,28.2
8.0,19.2,29.0
0.0,18.6,29.5
0.0,18.4,30.0
0.0,19.4,29.3
0.0,20.4,29.4
0.2,19.5,30.0
0.0,19.8,30.2
0.0,19.0,30.5
0.0,17.9,28.6
0.0,19.1,29.2
0.0,18.7,28.6
0.0,16.5,26.5
0.0,17.5,28.0
0.0,17.6,26.6
0.0,18.5,27.0
1.5,16.1,27.0
13.3,14.6,26.8
22.0,14.0,27.9
0.0,14.0,27.7
0.0,15.0,27.8
0.0,13.6,28.0
0.0,11.7,27.8
0.0,13.4,26.6
0.0,10.6,27.6
0.0,8.6,28.4
0.0,12.0,27.8
0.0,14.0,25.5
12.0,14.0,19.0
46.8,13.7,22.7
28.5,14.5,26.0
2.0,14.2,25.2
0.0,11.0,26.1
0.0,13.0,25.9
0.0,12.6,26.0
0.0,10.5,25.5
0.0,12.2,25.6
0.0,13.5,25.4
0.0,10.6,24.4
0.0,11.6,23.4
0.0,10.6,22.5
0.0,11.2,24.6
0.0,9.0,24.3
0.0,9.0,24.5
0.0,7.2,24.5
0.0,7.0,24.4
0.0,7.2,25.0
0.0,7.4,24.8
0.0,7.7,25.5
0.0,7.5,24.7
0.0,7.0,25.0
0.0,10.1,24.0
0.0,12.3,22.5
0.0,11.6,22.8
0.0,10.2,23.7
0.0,8.8,24.2
0.0,11.5,23.5
0.0,11.5,23.2
0.0,9.8,22.7
0.0,8.8,22.7
0.0,8.8,22.6
0.0,8.2,22.2
0.0,7.8,21.6
0.0,7.2,21.5
0.0,9.6,21.2
0.0,7.2,21.2
0.0,6.0,21.8
0.0,4.7,22.1
0.0,4.5,23.0
0.0,3.5,23.0
0.0,7.4,22.6
0.0,7.0,22.5
0.0,3.2,22.6
0.0,5.2,23.3
0.0,2.8,22.2
0.0,6.5,21.5
0.0,4.0,21.9
0.0,4.3,21.8
0.0,3.6,21.7
0.0,3.8,21.0
0.0,3.0,20.1
0.0,2.0,20.0
0.0,2.4,20.2
0.0,2.5,20.6
0.0,3.0,21.2
0.0,3.0,21.6
0.0,2.6,22.0
0.0,2.8,21.3
0.0,2.5,20.7
0.0,3.6,20.6
0.0,3.5,20.0
0.0,4.7,20.8
0.0,3.5,19.6
0.0,2.7,20.6
0.0,3.5,19.3
0.0,2.0,21.5
0.0,2.5,22.0
0.0,2.0,19.6
0.0,3.6,19.0
0.0,2.4,18.1
0.0,1.5,19.6
0.0,0.5,21.4
0.0,1.1,23.7
0.0,1.5,23.7
0.0,0.5,24.0
0.0,0.1,26.0
0.0,1.0,25.2
0.0,1.5,24.5
0.0,0.7,24.3
0.0,0.0,23.9
0.0,0.1,21.4
0.0,1.4,22.5
0.0,2.0,21.4
0.0,3.9,20.0
0.0,3.7,18.5
0.0,3.0,18.6
0.0,3.8,19.6
0.0,2.3,23.2
0.0,4.2,23.4
0.0,3.5,25.0
0.0,2.4,24.6
0.0,1.6,23.3
0.0,1.0,23.7
0.0,1.0,21.5
0.0,1.0,19.7
0.0,1.2,19.5
0.0,1.5,20.4
0.0,2.0,20.7
0.0,3.0,21.3
0.0,4.0,22.6
0.0,4.8,20.4
0.0,5.0,24.2
0.0,5.4,24.8
0.0,6.6,23.2
0.0,6.2,23.8
0.0,7.4,22.4
0.0,5.0,24.0
0.0,6.9,23.0
0.0,9.5,23.6
0.0,11.2,22.0
0.0,9.4,21.5
0.0,9.8,22.6
0.0,6.2,24.0
0.0,6.6,24.7
0.0,9.2,24.3
0.0,7.4,24.2
0.0,8.6,24.2
0.0,8.0,25.6
0.0,7.0,25.5
0.0,10.0,24.7
0.0,12.8,24.8
0.0,14.4,26.9
0.0,12.6,26.6
0.0,10.8,26.9
0.0,12.5,28.4
0.0,12.3,28.5
0.0,11.6,29.2
0.0,10.8,28.7
0.0,9.4,27.7
0.0,7.2,28.6
0.0,5.8,28.5
0.0,7.0,27.0
0.0,5.5,26.5
0.0,6.8,26.0
0.0,6.6,25.9
0.0,6.3,26.4
0.0,6.6,28.2
0.0,7.7,27.9
0.0,9.5,27.5
0.0,9.9,17.2
15.4,10.7,15.4
8.8,9.3,22.2
0.0,8.6,24.2
0.5,10.0,25.3
0.0,10.0,22.6
6.2,9.5,24.3
0.0,7.9,25.3
0.0,7.5,25.3
0.0,7.6,26.9
0.0,8.5,26.5
0.0,9.4,26.3
0.0,9.0,27.7
0.0,9.8,28.7
0.0,10.2,28.4
0.0,10.3,28.6
0.0,10.8,29.6
0.0,10.0,30.5
0.0,10.0,29.6
0.0,7.5,28.0
0.0,8.1,29.1
0.0,9.2,28.4
0.0,10.4,29.0
0.0,10.8,29.7
1.5,10.2,28.7
0.0,11.5,28.3
0.0,12.0,29.7
0.0,13.5,28.6
3.2,13.0,29.0
14.8,12.6,28.7
0.0,14.4,25.8
0.0,14.4,28.0
13.0,11.4,28.4
0.0,11.4,29.9
0.0,11.8,30.0
0.0,10.5,31.4
0.0,9.8,30.8
0.0,11.6,31.7
0.0,13.0,29.3
34.7,11.6,14.3
23.4,10.6,18.8
0.7,10.1,24.7
0.0,9.6,26.0
0.0,13.6,23.3
6.8,12.2,27.0
0.8,14.4,26.6
0.0,13.6,28.7
0.0,14.5,25.0
17.2,13.7,28.7
0.0,16.9,31.2
16.7,12.8,31.8
0.0,15.4,31.5
0.0,17.6,30.0
0.0,13.5,31.4
4.0,13.4,30.4
0.4,13.2,28.5
0.0,14.5,30.6
0.4,14.0,28.5
0.0,17.5,28.5
40.4,16.2,26.0
1.0,18.6,25.2
18.6,17.8,25.2
2.2,16.7,27.1
8.9,16.2,26.8
0.0,17.2,26.2
3.9,15.0,28.7
0.0,19.0,27.3
0.0,18.7,28.8
0.0,17.0,31.0
0.0,18.2,31.0
2.2,17.0,27.0
2.0,17.5,27.5
12.8,17.3,23.8
3.7,17.8,27.4
2.4,17.4,28.0
17.8,17.2,28.6
2.3,19.2,29.0
0.0,20.2,29.2
22.1,19.4,28.5
0.4,19.0,29.7
0.0,19.0,28.5
0.0,20.0,30.0
0.0,21.0,31.5
0.1,20.2,30.0
0.0,18.7,27.6
0.0,19.6,29.4
3.2,19.4,25.6
0.0,19.6,31.2
15.1,19.5,27.6
4.1,19.8,27.0
3.9,20.3,28.5
50.5,19.2,28.6
0.5,21.3,26.6
1.6,20.2,28.5
0.0,19.3,31.4
0.0,18.0,31.8
0.0,17.4,32.2
0.0,17.8,31.0
0.0,17.3,30.4
0.0,18.5,32.1
0.0,19.2,31.5
0.0,18.2,32.2
0.0,19.0,29.8
19.4,17.8,30.7
0.0,19.7,29.5
67.7,19.9,29.5
1.0,20.1,29.4
28.2,20.1,29.3
0.0,21.3,28.3
4.4,19.6,28.5
0.0,20.6,28.5
15.8,20.4,29.0
0.7,20.4,30.2
0.0,20.2,31.4
26.2,19.8,31.7
0.0,20.6,30.1
11.0,22.0,31.1
0.0,21.8,31.4
0.0,22.2,27.6
0.0,21.7,27.1
13.5,21.6,30.0
0.0,21.6,29.8
0.1,21.6,31.4
0.0,21.2,29.3
39.2,21.2,28.7
22.2,21.2,28.2
0.1,20.7,31.0
1.4,20.7,28.8
20.3,21.0,29.6
3.7,21.8,30.1
40.5,20.5,29.7
39.0,20.0,30.4
32.1,20.7,29.4
2.8,21.3,30.0
2.3,20.2,28.9
0.0,20.5,29.6
46.2,20.5,28.6
1.2,21.6,25.5
8.1,20.6,28.0
8.5,20.4,29.5
13.3,19.9,28.7
0.2,19.9,28.9
5.1,19.8,29.5
0.0,20.0,31.6
0.0,22.0,31.0
35.5,19.7,29.5
13.4,19.6,29.0
0.0,20.7,30.0
0.5,20.7,29.7
9.8,19.8,28.8
0.0,19.8,28.1
1.7,20.3,30.9
0.0,20.0,29.5
0.1,18.0,30.4
0.0,20.4,32.0
0.0,21.1,31.5
0.0,21.3,31.1
4.0,20.0,30.5
0.2,21.6,29.5
1.1,19.6,31.0
5.1,18.1,32.2
0.0,20.8,31.0
0.0,21.0,27.5
66.3,19.6,30.3
6.4,20.8,32.0
4.4,20.7,29.8
1.4,20.6,30.0
33.3,20.6,28.5
26.8,20.6,27.0
0.5,21.1,25.7
6.5,20.2,26.0
8.9,19.8,27.6
5.5,20.0,29.2
16.9,19.8,29.0
0.1,19.9,28.4
2.0,19.8,30.2
3.6,19.9,30.0
23.7,18.5,31.4
0.1,19.2,30.4
12.0,18.6,30.5
0.0,18.6,27.6
0.0,18.6,29.5
0.0,20.0,27.3
31.0,20.2,22.0
9.7,19.2,23.0
4.7,19.4,26.2
20.3,19.2,30.4
2.8,19.8,30.1
0.0,19.0,31.0
0.0,19.0,29.7
19.7,18.0,29.6
0.0,18.2,29.8
0.0,19.6,31.0
0.0,20.5,31.2
11.4,19.0,30.2
1.4,19.8,26.8
1.1,19.5,24.5
7.2,19.0,24.0
1.4,19.0,21.6
37.4,17.2,21.7
11.0,17.0,28.0
0.0,17.2,30.2
0.0,18.9,30.5
3.5,17.8,30.2
13.5,16.4,29.6
7.7,18.2,29.0
0.0,18.5,31.0
0.0,17.0,30.6
0.0,18.0,29.4
0.0,12.0,28.6
0.0,14.7,29.0
0.0,16.7,28.7
3.0,17.6,29.0
1.2,16.5,29.7
0.0,16.4,30.5
21.0,16.5,29.0
0.1,18.2,27.5
0.1,16.9,25.5
0.0,16.6,26.5
0.0,14.6,28.0
0.0,12.7,28.2
0.0,13.0,27.7
0.0,13.4,27.0
0.0,13.0,25.1
0.0,13.5,27.0
9.3,11.4,16.8
1.5,12.2,24.5
0.0,9.4,22.8
0.0,8.8,26.2
0.0,9.8,26.2
0.0,11.0,27.0
0.0,10.3,26.6
0.0,9.6,26.0
0.0,8.9,26.4
0.0,9.6,25.5
0.0,10.0,27.0
0.0,10.8,27.8
0.0,10.5,25.8
0.0,12.2,24.0
0.0,12.8,26.5
0.0,10.2,27.0
0.0,10.6,26.7
0.0,11.0,26.7
0.0,8.4,25.0
0.0,9.8,25.2
1.5,11.2,26.0
0.0,12.2,24.1
0.0,10.6,23.0
0.0,11.0,25.0
0.0,10.0,26.0
0.0,10.0,24.7
0.0,10.5,24.8
0.0,9.4,24.2
0.0,8.8,23.9
0.0,8.2,23.5
0.0,11.0,22.7
0.0,10.5,20.9
0.0,10.4,22.0
0.0,9.0,21.0
0.0,7.1,22.0
0.0,5.4,21.3
0.0,4.0,21.2
0.0,3.3,20.5
0.0,7.3,20.3
0.0,5.2,20.5
0.0,3.5,22.3
0.0,3.2,22.2
0.0,3.4,20.6
0.0,5.6,21.0
0.0,5.3,21.5
0.0,5.5,22.5
0.0,5.7,23.4
0.0,5.5,22.0
0.0,6.0,21.5
0.0,4.3,21.4
0.0,4.3,21.2
0.7,4.6,8.7
16.8,5.0,17.5
0.0,2.8,19.0
0.0,6.0,18.0
0.0,3.4,20.4
0.0,4.4,22.0
0.0,4.3,20.6
0.0,4.5,21.0
0.0,5.2,20.2
0.0,4.6,22.0
0.0,4.8,21.0
0.0,4.6,21.6
0.0,3.5,20.4
0.0,4.0,20.9
0.0,5.0,20.3
0.0,5.0,19.0
0.0,7.7,19.0
0.0,7.4,19.5
0.0,8.6,17.8
0.0,7.5,20.2
0.0,7.5,20.2
0.0,4.0,19.3
0.0,4.5,18.4
0.0,3.3,19.0
0.0,3.6,19.0
0.0,2.7,20.4
0.0,2.2,20.2
0.0,2.4,19.2
0.0,3.0,19.4
0.0,2.8,19.0
0.0,2.8,19.1
0.0,0.7,20.0
0.0,4.0,18.3
0.0,0.7,17.2
0.0,-0.5,18.5
0.0,2.4,17.2
0.0,0.8,15.7
0.0,1.0,16.3
0.0,2.0,17.0
0.0,1.6,17.5
0.0,1.7,18.6
0.0,2.5,18.0
0.0,2.7,18.0
0.0,6.0,14.8
0.0,2.0,20.5
0.0,2.5,21.4
0.0,3.4,21.7
0.0,4.0,21.5
0.0,4.8,21.9
0.0,5.8,22.2
0.0,6.8,22.5
0.0,5.5,22.8
0.0,8.0,21.6
0.0,6.2,22.5
0.0,11.5,17.2
0.0,8.6,20.3
0.0,9.4,15.2
15.9,8.0,17.0
0.0,7.7,16.2
0.0,6.0,20.0
0.0,8.4,18.4
0.0,6.1,19.0
5.3,9.6,16.0
0.0,7.0,20.4
16.3,7.4,19.4
28.7,2.0,9.2
0.0,2.0,15.5
3.0,2.4,17.0
0.0,4.4,18.0
0.0,2.0,19.4
0.0,3.3,20.4
0.0,4.4,21.5
0.0,7.6,22.5
0.0,7.4,22.4
0.0,6.4,23.4
0.0,7.0,23.6
2.6,8.1,14.8
0.0,8.4,20.5
0.0,5.8,22.5
1.0,5.6,22.1
7.9,7.8,16.0
0.0,6.0,21.5
0.0,4.6,22.6
0.0,7.2,23.9
0.0,7.0,24.5
0.0,7.0,23.9
0.0,8.8,23.3
0.0,6.7,23.5
0.0,8.4,24.0
0.0,8.1,24.5
0.0,7.0,24.3
16.1,7.0,19.2
4.5,9.0,14.5
5.0,9.3,21.2
2.8,7.0,22.4
0.0,5.6,22.3
0.0,6.4,23.3
0.0,10.0,24.4
0.0,11.3,25.6
0.0,11.0,26.2
0.0,11.6,26.4
0.0,10.1,27.0
0.0,11.0,28.5
0.0,11.6,29.4
0.0,11.4,29.3
0.0,9.8,28.0
0.0,10.6,26.8
0.0,15.3,28.5
0.0,13.5,30.6
0.0,14.0,29.6
0.0,15.4,30.4
0.0,17.2,31.7
0.0,14.6,30.7
0.0,12.0,32.3
0.0,12.4,29.5
0.0,11.7,28.5
0.0,12.3,28.0
1.5,14.1,29.5
1.7,10.2,28.5
0.0,10.6,28.5
0.0,10.2,28.3
19.2,14.7,27.6
0.0,9.5,27.3
0.0,16.7,28.8
0.0,17.2,28.5
0.0,16.5,30.1
0.2,18.3,29.7
0.0,15.2,30.5
0.0,15.6,28.5
0.0,13.5,29.7
0.0,14.3,30.5
31.4,15.3,28.3
3.3,12.8,28.7
3.5,12.6,29.5
8.5,13.0,29.2
0.0,12.2,27.3
0.0,12.4,29.2
0.0,12.7,28.7
0.0,14.8,28.6
8.6,16.2,30.4
0.0,15.6,26.2
0.0,13.8,31.0
14.7,16.0,29.6
0.0,14.0,29.2
5.7,16.2,29.8
8.5,17.5,29.9
1.2,14.6,29.2
1.7,15.6,28.3
4.5,17.6,26.7
0.0,16.8,27.5
0.0,15.6,30.0
8.4,17.6,29.0
0.0,15.0,29.2
0.1,16.3,29.0
0.0,14.2,28.5
0.0,17.2,28.2
3.2,19.5,26.1
29.3,18.7,28.5
6.5,19.2,26.0
0.0,17.7,29.5
1.1,18.4,28.6
5.8,19.2,30.0
0.0,19.7,31.5
0.0,18.7,31.6
0.0,18.0,31.2
0.0,16.1,31.5
0.0,16.6,31.6
0.0,17.0,32.5
0.0,16.7,32.1
0.0,15.7,32.0
0.0,17.2,32.0
0.0,15.4,33.2
0.0,16.2,33.8
0.0,16.2,33.8
1.5,18.7,32.0
1.3,17.0,31.0
45.4,20.0,27.5
12.3,18.4,25.8
20.7,19.3,29.8
12.3,20.4,26.6
3.0,21.0,26.2
6.8,20.4,28.8
6.6,20.4,29.7
2.1,21.0,32.3
0.0,21.2,28.1
35.2,19.5,28.3
0.5,19.4,24.6
3.7,18.9,29.0
0.3,19.6,31.1
7.5,20.4,30.4
0.0,19.5,30.6
0.0,20.2,28.6
0.0,19.0,31.1
3.9,18.7,31.0
20.2,19.4,30.5
21.8,20.2,29.0
0.5,19.6,26.5
34.4,20.8,28.7
4.4,19.4,30.8
18.6,19.0,30.2
0.0,20.6,31.2
0.0,20.7,31.3
0.0,20.8,31.8
2.5,20.8,30.5
4.0,21.8,30.5
4.6,20.5,32.0
1.3,20.5,31.5
18.8,21.5,29.8
0.0,20.8,31.4
0.6,21.4,30.2
4.4,21.4,31.6
2.8,21.6,30.2
0.0,21.4,27.4
0.0,21.5,29.2
34.6,20.7,30.5
30.3,20.0,30.0
8.7,20.6,29.0
10.2,20.2,29.0
0.6,21.0,24.6
0.0,20.4,29.8
1.9,21.4,31.3
0.8,21.3,29.1
7.1,21.0,27.9
3.2,20.8,25.3
0.4,20.3,28.2
1.7,20.0,25.1
2.7,20.4,27.2
19.4,20.3,24.5
7.0,19.7,25.0
31.5,20.0,24.7
3.0,18.8,25.0
25.2,19.8,22.7
0.0,19.0,26.5
4.7,20.2,28.5
15.9,20.1,28.5
1.4,20.6,29.8
0.0,20.2,31.2
18.4,20.2,30.4
0.0,21.6,31.0
12.0,21.0,30.8
0.0,19.6,31.0
0.4,21.3,30.8
0.0,21.6,31.3
18.6,21.8,32.0
4.3,22.0,28.3
37.6,20.4,27.0
3.4,21.3,28.5
12.1,20.8,29.0
0.3,21.0,27.7
14.1,20.3,25.0
1.9,20.0,28.0
5.5,20.0,26.0
2.7,19.5,30.0
2.8,20.5,30.2
0.0,20.8,30.7
0.0,20.0,30.3
0.0,21.0,26.7
6.0,19.1,30.0
26.4,20.4,28.4
6.4,20.0,28.9
2.3,20.5,28.0
13.0,20.4,29.4
0.0,20.3,29.7
13.5,20.3,27.5
15.4,20.4,29.6
29.0,20.0,29.4
8.4,20.0,28.3
0.2,20.5,25.8
52.6,19.8,25.5
39.9,19.3,24.4
20.0,19.2,30.2
0.0,20.0,29.8
0.0,19.8,29.7
4.2,20.2,31.5
0.0,19.4,31.6
0.0,20.5,31.0
7.8,20.0,30.0
6.6,19.4,30.5
0.0,19.5,30.8
1.5,19.4,30.0
0.0,21.4,29.2
47.7,18.5,27.5
0.9,18.0,31.4
7.0,20.0,31.8
1.0,19.6,30.7
0.4,18.6,31.5
0.0,18.0,28.4
0.0,18.4,23.0
10.5,17.2,19.1
26.9,17.1,22.2
1.8,17.6,30.2
5.1,18.7,24.0
23.0,17.5,19.4
22.6,17.6,27.0
0.2,16.6,29.9
0.0,18.0,31.1
0.0,17.8,31.2
0.0,18.4,30.2
0.0,18.3,30.2
0.0,19.0,31.5
0.0,18.0,31.9
1.5,18.8,30.7
0.2,18.8,29.7
0.0,17.5,30.0
0.0,19.5,29.2
0.0,17.8,29.2
3.0,17.6,25.7
0.3,16.2,29.4
0.0,16.5,26.7
0.0,16.0,18.7
13.2,13.2,25.0
0.1,10.5,27.5
0.0,14.9,27.5
0.0,13.1,27.2
0.0,11.6,26.4
0.0,12.3,26.6
0.0,11.8,26.4
0.0,13.8,25.6
0.0,12.6,27.5
0.0,12.4,27.6
0.0,12.2,27.5
0.0,12.0,27.2
0.0,13.1,26.8
0.0,12.8,26.5
0.0,12.4,26.5
0.0,13.2,26.8
0.0,12.5,25.7
0.0,14.7,26.9
0.0,12.8,26.0
0.0,13.2,27.5
0.0,13.8,25.0
0.0,12.6,24.0
0.0,11.5,24.5
0.0,11.7,22.0
3.2,8.0,24.7
0.0,7.5,25.4
0.0,7.8,24.5
0.0,7.8,24.4
0.0,6.3,24.6
0.0,6.0,25.6
0.0,5.7,24.7
0.0,5.2,24.7
0.0,6.2,24.1
0.0,7.0,25.1
0.0,7.4,25.5
0.0,10.2,23.7
0.0,8.0,23.7
0.0,7.2,24.5
0.0,6.3,25.8
0.0,5.9,24.4
0.0,6.5,24.4
0.0,6.6,23.7
0.0,8.0,23.0
0.0,9.0,22.5
0.0,7.4,22.5
0.0,7.0,21.9
0.0,5.6,21.9
0.0,6.2,18.0
0.0,4.0,21.8
0.0,3.8,21.8
0.0,5.3,20.0
0.0,5.1,22.0
0.0,5.4,21.4
0.0,6.6,21.0
0.0,7.7,18.3
0.0,4.8,19.3
0.0,3.6,20.0
0.0,3.8,21.5
0.0,3.4,21.2
0.0,1.2,21.4
0.0,0.5,20.9
0.0,0.7,21.5
0.0,1.0,20.5
0.0,1.5,21.0
0.0,0.9,23.5
0.0,1.4,21.7
0.0,3.5,20.0
0.0,6.0,20.5
0.0,3.9,21.5
0.0,6.0,20.0
0.0,4.5,21.1
0.0,4.5,20.6
0.0,4.0,20.6
0.0,4.5,20.6
0.0,1.0,21.1
0.0,1.3,22.0
0.0,1.3,20.3
0.0,2.3,22.2
0.0,2.0,22.0
0.0,1.0,20.9
0.0,-0.2,22.2
0.0,1.0,17.6
0.0,2.5,22.7
0.0,2.6,23.4
0.0,4.0,22.8
0.0,3.4,23.0
0.0,2.5,23.0
0.0,1.8,22.5
0.0,2.7,21.2
0.0,3.0,21.4
0.0,5.5,19.5
0.0,5.0,19.0
0.0,5.0,20.0
0.0,5.5,17.4
4.9,8.0,20.6
0.0,6.2,21.5
0.0,2.7,20.0
0.0,2.6,12.7
0.0,3.0,10.5
0.0,3.5,17.4
0.0,4.5,18.3
0.0,4.7,18.3
0.0,1.0,17.2
0.0,0.3,17.0
0.0,2.7,18.7
0.0,2.7,13.0
0.0,1.7,16.0
0.0,-0.5,17.3
0.0,-0.5,17.0
0.0,0.6,14.8
0.0,-0.2,18.9
0.0,-0.3,21.3
0.0,1.2,22.2
0.0,3.0,22.6
0.0,5.2,20.5
0.0,2.9,23.4
0.0,3.8,22.8
0.0,2.2,22.5
0.0,1.5,20.8
0.0,1.0,20.6
0.0,4.0,17.5
0.0,3.2,19.8
0.0,3.5,20.3
0.0,5.6,21.7
0.0,5.0,20.6
0.0,4.2,19.4
0.0,2.1,19.4
0.0,3.0,22.4
0.0,4.5,23.7
0.0,5.4,24.7
0.0,7.5,25.2
0.0,5.5,24.5
0.0,4.3,22.8
0.0,4.5,22.6
0.0,5.4,24.2
0.0,6.7,24.5
0.0,9.0,21.3
0.0,8.5,23.5
12.1,8.8,23.5
17.7,5.5,20.5
0.0,7.7,22.0
0.0,10.3,20.5
0.0,8.5,25.5
0.0,9.0,21.9
0.0,9.0,25.5
0.0,10.0,27.5
0.0,10.6,25.8
0.0,12.0,28.2
0.0,10.2,28.3
0.0,10.5,26.7
0.0,8.5,28.4
0.0,9.9,27.5
0.0,10.8,20.9
0.1,12.3,26.0
4.6,9.2,25.9
0.0,8.4,27.7
0.0,9.0,26.6
0.0,8.3,27.7
0.0,9.8,27.7
1.4,11.3,27.2
0.0,10.0,28.0
0.0,10.0,28.2
0.0,9.3,29.5
0.0,10.0,28.0
0.0,8.7,28.9
0.0,10.0,28.4
0.0,9.5,28.0
0.2,11.5,25.5
8.6,9.4,25.1
3.5,9.6,25.5
0.0,11.2,27.0
13.1,10.7,24.5
0.0,13.2,22.5
1.6,7.6,25.0
0.0,10.0,28.4
0.0,11.2,29.3
0.0,12.4,30.3
0.0,13.6,29.4
1.4,14.4,28.5
11.0,10.2,29.6
0.7,10.6,29.0
0.0,12.0,29.5
0.0,12.8,29.7
3.1,11.0,29.5
0.0,13.0,31.1
0.0,12.2,32.0
0.0,11.8,31.5
0.0,11.8,31.5
0.0,13.8,30.7
0.0,15.5,30.7
0.0,16.8,32.0
0.0,15.0,31.5
0.0,15.5,32.1
0.0,14.4,31.3
0.5,13.2,32.9
0.0,15.3,30.3
0.0,15.4,32.0
2.4,13.4,31.8
5.8,12.2,31.0
0.0,13.0,30.7
0.0,17.5,26.0
3.7,14.0,28.0
26.6,14.0,29.0
3.2,13.6,30.4
0.0,15.0,28.6
0.0,13.9,30.0
11.4,14.0,27.2
0.0,15.0,28.6
0.0,15.4,29.5
0.0,15.0,30.0
0.0,14.6,30.3
0.0,15.6,30.0
0.0,16.7,30.2
30.8,16.5,29.3
0.0,16.2,27.9
0.0,16.0,29.2
2.4,13.3,24.2
0.4,15.3,28.0
6.7,14.4,27.5
0.2,16.7,24.0
4.0,17.0,25.7
0.0,18.2,27.2
2.0,16.8,28.8
0.3,16.6,30.5
0.0,17.0,31.3
0.0,17.3,31.0
0.0,17.3,31.8
0.0,15.5,31.5
0.0,16.2,32.2
0.0,17.5,31.5
0.8,18.7,31.5
11.0,18.5,29.5
0.0,16.2,28.5
7.2,19.1,27.5
0.0,19.6,28.5
1.4,19.8,28.0
11.3,19.6,29.0
5.4,20.2,28.9
5.7,20.0,28.7
2.5,20.2,30.7
0.0,21.2,29.0
60.9,20.7,29.0
30.0,19.7,26.1
1.0,19.6,30.8
1.4,19.4,29.4
0.0,20.9,29.5
14.4,20.5,26.7
3.5,19.9,25.5
3.5,16.7,30.0
3.1,20.2,30.7
15.4,20.2,29.8
4.6,19.0,30.9
8.5,19.6,30.6
11.2,21.2,31.0
13.0,21.5,28.8
0.0,21.0,30.4
19.1,20.0,27.8
2.8,20.4,28.8
9.0,20.2,30.2
1.1,20.6,29.3
0.0,20.0,29.6
0.0,20.8,29.5
2.3,20.6,30.2
9.5,19.9,29.9
0.0,20.0,29.2
25.7,18.8,31.4
2.5,19.8,30.0
0.4,20.8,29.7
0.2,20.6,28.7
48.3,19.7,29.6
